ID,Length,Material,Diameter,Installed,Leak Occurred
100638,3.56 ft,PVC,8,37257,0
100639,122.68 ft,PVC,8,37257,0
10064,140.49 ft,PVC,12,32143,0
100640,30.3 ft,PVC,8,37257,0
100641,10.69 ft,PVC,8,37257,0
100642,20.43 ft,PVC,8,39687,0
100643,5.03 ft,PVC,8,39687,0
100644,216.36 ft,PVC,8,39687,0
100645,3.73 ft,PVC,8,39687,0
100646,4.84 ft,PVC,8,39687,0
100647,68.1 ft,PVC,8,39687,0
100648,2.95 ft,PVC,6,39687,0
100649,9.53 ft,PVC,6,39687,0
10065,4.15 ft,PVC,8,34700,0
100650,3.21 ft,PVC,8,39687,0
100651,193.14 ft,PVC,8,39687,0
100652,5.3 ft,PVC,8,39687,0
100653,181.14 ft,PVC,8,39687,0
100654,9.2 ft,PVC,6,39687,0
100655,2.8 ft,PVC,6,39687,0
100656,151.11 ft,PVC,8,39687,0
100657,6.68 ft,PVC,8,39687,0
100658,37 ft,PVC,12,39687,0
100659,36 ft,PVC,12,39687,0
10066,6.17 ft,Cast Iron,8,28856,0
100660,9.34 ft,PVC,12,39687,0
100661,10 ft,PVC,8,39687,0
100662,7.89 ft,PVC,8,39687,0
100663,24.58 ft,PVC,12,39687,0
100664,10 ft,PVC,4,39687,0
100665,7.04 ft,PVC,4,39687,0
100666,25.39 ft,PVC,12,39687,0
100667,10 ft,PVC,12,39687,0
100668,9.5 ft,PVC,6,39687,0
100669,19.06 ft,PVC,6,39687,0
10067,9.21 ft,PVC,8,37622,0
100670,179.4 ft,PVC,12,39687,0
100671,390 ft,PVC,12,39687,0
100672,38.91 ft,PVC,8,39701,0
100673,5.76 ft,PVC,6,39701,0
100674,5.5 ft,PVC,6,39701,0
100675,170 ft,PVC,8,39701,0
100676,9.49 ft,PVC,8,39701,0
100677,106 ft,PVC,8,39701,0
100678,10.35 ft,PVC,8,39701,0
100679,7.68 ft,PVC,8,39701,0
10068,16.56 ft,PVC,8,37987,0
100680,91 ft,PVC,8,39701,0
100681,9.79 ft,PVC,8,39701,0
100682,3.52 ft,PVC,8,39701,0
100683,3.5 ft,PVC,8,39701,0
100684,90 ft,PVC,8,39701,0
100685,9.92 ft,PVC,8,39701,0
100686,19.94 ft,PVC,12,39701,0
100687,5 ft,PVC,12,39701,0
100688,5.38 ft,PVC,12,39701,0
100689,4.36 ft,PVC,6,39701,0
10069,180.49 ft,Cast Iron,8,24473,0
100690,4 ft,PVC,6,39701,0
100691,242.99 ft,PVC,12,39701,0
100692,9.57 ft,PVC,12,39701,0
100693,14 ft,PVC,6,39701,0
100694,10.22 ft,PVC,6,39701,0
100695,128 ft,PVC,12,39701,0
100696,10.36 ft,PVC,12,39701,0
100697,55.62 ft,Reinforced Concrete Cylinder Pipe,20,32874,0
100698,164.55 ft,Reinforced Concrete Cylinder Pipe,20,32874,0
100699,10 ft,PVC,8,39701,0
1007,19.34 ft,Ductile Iron,6,30317,0
10070,12.38 ft,PVC,6,37257,0
100700,130.7 ft,PVC,8,39701,0
100701,9 ft,PVC,8,39701,0
100702,8.84 ft,PVC,8,39701,0
100703,10 ft,PVC,8,39701,0
100704,12.43 ft,PVC,8,39701,0
100705,5.8 ft,PVC,6,39701,0
100706,6 ft,PVC,6,39701,0
100707,110.47 ft,PVC,8,39701,0
100708,38.86 ft,Ductile Iron,12,30682,0
100709,10 ft,Ductile Iron,8,38673,0
10071,14.2 ft,PVC,8,37965,0
100710,34 ft,Ductile Iron,8,38673,0
100711,16.74 ft,PVC,8,38673,0
100712,8 ft,PVC,6,38673,0
100713,7.65 ft,PVC,6,38673,0
100714,10 ft,PVC,8,38673,0
100715,135.14 ft,PVC,8,38673,0
100716,10 ft,PVC,8,38673,0
100717,126.29 ft,PVC,8,38673,0
100718,8.86 ft,PVC,6,38673,0
100719,10 ft,PVC,8,38673,0
10072,60 ft,PVC,6,27760,0
100720,167.72 ft,PVC,8,38673,0
100721,5.28 ft,PVC,6,38673,0
100722,5 ft,PVC,6,38673,0
100723,10 ft,PVC,8,38673,0
100724,324.22 ft,PVC,8,38673,0
100725,10 ft,PVC,3,38673,0
100726,9.95 ft,PVC,3,38673,0
100727,65.75 ft,PVC,8,38673,0
100728,10 ft,PVC,6,38673,0
100729,9.71 ft,PVC,6,38673,0
10073,5 ft,PVC,6,38265,0
100730,10 ft,PVC,8,38673,0
100731,65.17 ft,PVC,8,38673,0
100732,71 ft,PVC,6,38673,0
100733,9.8 ft,PVC,6,38673,0
100734,10 ft,PVC,8,38673,0
100735,263.26 ft,PVC,8,38673,0
100736,7.98 ft,PVC,8,38673,0
100737,246.28 ft,PVC,8,38673,0
100738,40 ft,Ductile Iron,8,38673,0
100739,7.8 ft,PVC,8,38673,0
10074,42.13 ft,PVC,8,36892,0
100740,7.7 ft,PVC,8,38673,0
100741,6.74 ft,PVC,8,38673,0
100742,7 ft,PVC,8,38673,0
100743,3 ft,PVC,8,38673,0
100744,10.73 ft,PVC,6,38673,0
100745,14.8 ft,PVC,6,38673,0
100746,10 ft,PVC,8,38673,0
100747,7.5 ft,PVC,6,38673,0
100748,10 ft,PVC,8,38673,0
100749,199.36 ft,PVC,8,38673,0
10075,32.78 ft,PVC,6,35431,0
100750,50 ft,Ductile Iron,8,38673,0
100751,146.04 ft,PVC,8,38673,0
100752,9 ft,PVC,6,38673,0
100753,8.64 ft,PVC,6,38673,0
100754,10 ft,PVC,8,38673,0
100755,314.92 ft,PVC,8,38673,0
100756,7.52 ft,PVC,6,38673,0
100757,32.21 ft,PVC,8,39212,0
100758,7.5 ft,PVC,6,39212,0
100759,7.21 ft,PVC,6,39212,0
10076,10.85 ft,PVC,8,37257,0
100760,13.91 ft,PVC,8,39212,0
100761,80 ft,PVC,8,39212,0
100762,189.78 ft,PVC,8,39212,0
100763,10.87 ft,PVC,6,39212,0
100764,10 ft,PVC,8,39212,0
100765,312.1 ft,PVC,8,39212,0
100766,11 ft,PVC,6,39212,0
100767,9.98 ft,PVC,6,39212,0
100768,10 ft,PVC,8,39212,0
100769,329.43 ft,PVC,8,39212,0
10077,3.8 ft,PVC,6,38264,0
100770,7.13 ft,PVC,8,39212,0
100771,100 ft,PVC,8,39212,0
100772,9.62 ft,PVC,6,39212,0
100773,14 ft,PVC,6,39212,0
100774,13.25 ft,PVC,8,39212,0
100775,292 ft,PVC,8,39212,0
100776,13 ft,PVC,8,39212,0
100777,10 ft,PVC,8,39212,0
100778,300 ft,PVC,8,39212,0
100779,5.62 ft,PVC,6,39212,0
10078,10 ft,PVC,6,38264,0
100780,9.17 ft,PVC,8,39212,0
100781,7 ft,PVC,6,39212,0
100782,6.73 ft,PVC,6,39212,0
100783,12.35 ft,PVC,8,39212,0
100784,295 ft,PVC,8,39212,0
100785,10.59 ft,PVC,6,39212,0
100786,10 ft,PVC,6,39212,0
100787,101.11 ft,PVC,8,39212,0
100788,10 ft,PVC,8,39212,0
100789,10 ft,PVC,8,39212,0
100790,95.62 ft,PVC,8,39212,0
100791,13 ft,PVC,4,39212,0
100792,10.03 ft,PVC,4,39212,0
100793,10 ft,PVC,8,39212,0
100794,24 ft,PVC,8,39212,0
100795,9.87 ft,PVC,8,39212,0
100796,52 ft,PVC,8,39212,0
100797,10.48 ft,PVC,8,39212,0
100798,5 ft,PVC,6,39212,0
100799,4.98 ft,PVC,6,39212,0
10080,3.1 ft,PVC,6,38205,0
100800,10 ft,PVC,8,39212,0
100801,48.3 ft,PVC,8,39212,0
100802,24 ft,PVC,8,39212,0
100803,10 ft,PVC,8,39212,0
100804,10.53 ft,PVC,8,39212,0
100805,11 ft,PVC,4,39212,0
100806,11 ft,PVC,4,39212,0
100807,97 ft,PVC,8,39212,0
100808,9.85 ft,PVC,8,39212,0
100809,326 ft,PVC,8,39212,0
10081,2.2 ft,PVC,6,38264,0
100810,10.34 ft,PVC,8,39212,0
100811,6.05 ft,PVC,6,39212,0
100812,6 ft,PVC,6,39212,0
100813,23 ft,PVC,8,39212,0
100814,9.9 ft,PVC,8,39212,0
100815,8.68 ft,PVC,12,39212,0
100816,270 ft,PVC,12,39212,0
100817,10 ft,PVC,12,39212,0
100818,10.4 ft,PVC,8,39212,0
100819,193 ft,PVC,8,39212,0
10082,2.5 ft,PVC,6,38264,0
100820,10 ft,PVC,6,39212,0
100821,10.46 ft,PVC,12,39212,0
100822,115 ft,PVC,12,39212,0
100823,10 ft,PVC,12,39212,0
100824,10 ft,PVC,6,39212,0
100825,9.42 ft,PVC,6,39212,0
100826,20.17 ft,PVC,12,39212,0
100827,10.76 ft,PVC,12,39212,0
100828,705.09 ft,PVC,12,39212,0
100829,21.61 ft,PVC,8,39756,0
100830,5.73 ft,PVC,4,39756,0
100831,1.83 ft,PVC,4,39756,0
100832,16.2 ft,PVC,8,39756,0
100833,2.92 ft,PVC,8,39756,0
100834,1.81 ft,PVC,6,39756,0
100835,7.64 ft,PVC,6,39756,0
100836,14.69 ft,PVC,8,39756,0
100837,2.81 ft,PVC,8,39756,0
100838,3.36 ft,PVC,4,39756,0
100839,166.56 ft,PVC,8,39756,0
10084,20 ft,PVC,6,33970,0
100840,3.33 ft,PVC,8,39756,0
100841,2.55 ft,PVC,4,39756,0
100842,57.4 ft,PVC,8,39756,0
100843,3.8 ft,PVC,8,39756,0
100844,8.6 ft,PVC,6,39756,0
100845,3.05 ft,PVC,6,39756,0
100846,46.25 ft,PVC,8,39756,0
100847,2.92 ft,PVC,8,39756,0
100848,9 ft,PVC,4,39756,0
100849,2.18 ft,PVC,4,39756,0
100850,199.09 ft,PVC,8,39756,0
100851,10.62 ft,PVC,8,39756,0
100852,2.13 ft,PVC,4,39756,0
100853,5.7 ft,PVC,8,39756,0
100854,2.78 ft,PVC,8,39756,0
100855,19.64 ft,PVC,6,39756,0
100856,2.05 ft,PVC,6,39756,0
100857,54.77 ft,PVC,8,39756,0
100858,4.98 ft,PVC,8,39756,0
100859,5.02 ft,PVC,4,39756,0
10086,40.25 ft,PVC,8,37908,0
100860,5.61 ft,PVC,4,39756,0
100861,99.27 ft,PVC,8,39756,0
100862,2.58 ft,PVC,8,39756,0
100863,9.94 ft,PVC,4,39756,0
100864,1.01 ft,PVC,4,39756,0
100865,22.12 ft,PVC,8,39756,0
100866,3.33 ft,PVC,8,39756,0
100867,3.26 ft,PVC,4,39756,0
100868,30.81 ft,PVC,8,39756,0
100869,5.83 ft,PVC,8,39756,0
10087,3 ft,PVC,8,37908,0
100870,9.52 ft,PVC,6,39756,0
100871,1.95 ft,PVC,6,39756,0
100872,216.64 ft,PVC,8,39756,0
100873,16.2 ft,PVC,8,39756,0
100874,3.23 ft,PVC,6,39756,0
100875,6.65 ft,PVC,6,39756,0
100876,233.19 ft,PVC,8,39756,0
100877,8.65 ft,PVC,8,39756,0
100878,11.97 ft,PVC,4,39756,0
100879,10 ft,PVC,4,39756,0
10088,7 ft,PVC,6,38265,0
100880,17.03 ft,PVC,8,39756,0
100881,1.88 ft,PVC,8,39756,0
100882,8.09 ft,PVC,6,39756,0
100883,1.61 ft,PVC,6,39756,0
100884,240.36 ft,PVC,8,39756,0
100885,10.11 ft,PVC,8,39756,0
100886,3.65 ft,PVC,6,39756,0
100887,5.73 ft,PVC,6,39756,0
100888,1.18 ft,PVC,8,39756,0
100889,2.16 ft,PVC,8,39756,0
10089,2.64 ft,PVC,12,34335,0
100890,10 ft,PVC,4,39756,0
100891,1.69 ft,PVC,4,39756,0
100892,203.11 ft,PVC,8,39756,0
100893,8.21 ft,PVC,8,39756,0
100894,7.19 ft,PVC,4,39756,0
100895,6 ft,PVC,12,39262,0
100896,4.13 ft,PVC,12,39262,0
100897,3.19 ft,PVC,6,39756,0
100898,4.48 ft,PVC,6,39756,0
100899,61.46 ft,PVC,12,39262,0
1009,184.9 ft,Cast Iron,6,30682,0
10090,5 ft,PVC,6,38205,0
100900,10 ft,PVC,12,39262,0
100901,48.42 ft,PVC,8,39262,0
100902,117 ft,PVC,8,39739,0
100903,9.97 ft,PVC,8,39739,0
100904,9.37 ft,PVC,6,39739,0
100905,9 ft,PVC,6,39739,0
100906,332.99 ft,PVC,8,39739,0
100907,10.06 ft,PVC,8,39739,0
100908,9.6 ft,PVC,6,39739,0
100909,9.5 ft,PVC,6,39739,0
10091,8 ft,PVC,6,36161,0
100910,87.27 ft,PVC,8,39739,0
100911,83.28 ft,PVC,8,36526,0
100912,10.07 ft,PVC,8,39745,0
100913,28 ft,PVC,8,39745,0
100914,4 ft,PVC,6,39745,0
100915,3.68 ft,PVC,6,39745,0
100916,9.93 ft,PVC,8,39745,0
100917,224 ft,PVC,8,39745,0
100918,10 ft,PVC,8,39745,0
100919,3 ft,PVC,6,39745,0
10092,58.89 ft,PVC,8,36161,0
100920,2.92 ft,PVC,6,39745,0
100921,64.32 ft,PVC,8,39745,0
100924,42 ft,PVC,8,39731,0
100925,9.81 ft,PVC,8,39731,0
100926,10 ft,Ductile Iron,12,27760,0
100927,140.04 ft,Ductile Iron,12,27760,0
100928,5 ft,PVC,6,39731,0
100929,4.37 ft,PVC,6,39731,0
10093,19.37 ft,PVC,6,36161,0
100930,10 ft,PVC,8,39731,0
100931,214.93 ft,PVC,8,39731,0
100932,28.45 ft,PVC,8,39731,0
100933,6.21 ft,PVC,6,39731,0
100934,6.2 ft,PVC,6,39731,0
100935,10 ft,PVC,8,39731,0
100936,81.37 ft,PVC,8,39731,0
100937,77.07 ft,PVC,8,39731,0
100938,10 ft,PVC,8,39731,0
100939,148.22 ft,Cast Iron,12,27760,0
10094,15.15 ft,PVC,8,35431,0
100940,138.77 ft,PVC,8,39731,0
100941,4 ft,PVC,6,39731,0
100942,3.94 ft,PVC,6,39731,0
100943,10 ft,PVC,8,39731,0
100944,199 ft,PVC,8,39731,0
100945,10.43 ft,PVC,8,39731,0
100946,32.37 ft,PVC,8,38875,0
100947,73.35 ft,PVC,12,34700,0
100948,84 ft,PVC,8,39590,0
100949,4 ft,PVC,6,39590,0
10095,43.43 ft,PVC,8,35431,0
100950,3.72 ft,PVC,6,39590,0
100951,6.09 ft,PVC,8,39590,0
100952,10.94 ft,PVC,8,39590,0
100953,496.31 ft,PVC,12,35431,0
100954,9.97 ft,PVC,8,39590,0
100955,100.87 ft,PVC,8,39590,0
100959,435.3 ft,PVC,12,35431,0
100960,10.44 ft,PVC,8,39590,0
100961,104 ft,PVC,8,39590,0
100966,9.59 ft,PVC,8,39590,0
100967,92 ft,PVC,8,39590,0
10097,239.94 ft,PVC,8,36161,0
100972,9.84 ft,PVC,8,39590,0
100973,96 ft,PVC,8,39590,0
100977,501.12 ft,PVC,12,35431,0
100978,12.41 ft,PVC,8,39590,0
100979,91.54 ft,PVC,8,39590,0
10098,5 ft,PVC,6,36161,0
100980,3.71 ft,PVC,6,39590,0
100981,8.45 ft,PVC,6,39590,0
100982,4.35 ft,PVC,8,39590,0
100983,10 ft,Cast Iron,12,26665,0
100984,10 ft,PVC,8,39784,0
100985,113.74 ft,PVC,8,39784,0
100986,7 ft,PVC,6,39784,0
100987,6.66 ft,PVC,6,39784,0
100988,41 ft,PVC,8,39784,0
100989,9.86 ft,PVC,8,39784,0
10099,11.64 ft,PVC,8,36161,0
100990,46.15 ft,PVC,8,39784,0
100991,10 ft,PVC,8,39784,0
100992,193.81 ft,PVC,8,39784,0
100993,53.42 ft,PVC,8,39784,0
100994,9.66 ft,PVC,8,39784,0
100995,10 ft,PVC,8,39784,0
100996,199.3 ft,PVC,8,39784,0
100997,10.83 ft,PVC,6,39784,0
100998,15 ft,PVC,6,39784,0
100999,10 ft,PVC,8,39784,0
101,3 ft,PVC,6,35796,0
10100,294.48 ft,PVC,8,36892,0
101000,178.14 ft,PVC,8,39784,0
101001,5 ft,PVC,8,39784,0
101002,5.79 ft,PVC,8,39784,0
101003,112 ft,PVC,8,39784,0
101004,10.08 ft,PVC,8,39784,0
101005,6.44 ft,PVC,6,39784,0
101006,6.3 ft,PVC,6,39784,0
101007,97 ft,PVC,8,39784,0
101008,10.33 ft,PVC,8,39784,0
101009,25.5 ft,PVC,8,39784,0
10101,22.49 ft,PVC,8,36892,0
101010,10.01 ft,PVC,8,39784,0
101011,186.08 ft,PVC,8,39784,0
101012,6.71 ft,PVC,8,39784,0
101013,10 ft,Ductile Iron,8,30682,0
101014,44.32 ft,PVC,8,39783,0
101015,96.87 ft,PVC,8,39783,0
101016,11 ft,PVC,6,39783,0
101017,10.05 ft,PVC,6,39783,0
101018,10 ft,PVC,8,39783,0
101019,233.89 ft,PVC,8,39783,0
10102,4 ft,PVC,6,36892,0
101020,6.31 ft,PVC,6,39783,0
101021,6.3 ft,PVC,6,39783,0
101022,10 ft,PVC,8,39783,0
101023,43.01 ft,PVC,8,39783,0
101024,12 ft,PVC,4,39783,0
101025,9.55 ft,PVC,4,39783,0
101026,26 ft,PVC,8,39783,0
101027,10.35 ft,PVC,8,39783,0
101028,5.16 ft,PVC,8,39783,0
101029,5 ft,PVC,8,39783,0
10103,4 ft,PVC,6,36892,0
101030,105.02 ft,PVC,8,39783,0
101031,24.23 ft,PVC,8,39783,0
101032,30 ft,PVC,8,39783,0
101033,10.42 ft,PVC,8,39783,0
101034,11 ft,PVC,8,39783,0
101035,10.11 ft,PVC,8,39783,0
101036,30 ft,PVC,8,39783,0
101037,9.53 ft,PVC,8,39783,0
101038,34 ft,PVC,4,39783,0
101039,9.89 ft,PVC,4,39783,0
10104,4 ft,PVC,6,36892,0
101040,10.22 ft,PVC,8,39783,0
101041,4.62 ft,PVC,8,39783,0
101042,10 ft,PVC,8,39783,0
101043,50.21 ft,PVC,8,39783,0
101044,14 ft,PVC,6,39783,0
101045,9.96 ft,PVC,6,39783,0
101046,120.08 ft,PVC,8,39783,0
101047,258.91 ft,PVC,8,39783,0
101048,6 ft,PVC,6,39783,0
101049,6 ft,PVC,6,39783,0
10105,4 ft,PVC,6,36892,0
101050,181.1 ft,PVC,8,39783,0
101051,10.86 ft,PVC,8,39783,0
101052,21.06 ft,PVC,8,39783,0
101053,230.52 ft,PVC,8,39783,0
101054,3.35 ft,PVC,6,39783,0
101055,4.92 ft,PVC,6,39783,0
101056,9.85 ft,PVC,8,39783,0
101057,98 ft,PVC,8,39783,0
101058,18 ft,PVC,8,39783,0
101059,10 ft,PVC,8,39783,0
10106,4 ft,PVC,6,36892,0
101060,47 ft,PVC,4,39783,0
101061,178.45 ft,PVC,8,39783,0
101062,7 ft,PVC,6,39783,0
101063,6.6 ft,PVC,6,39783,0
101064,9.63 ft,PVC,8,39783,0
101065,251 ft,PVC,8,39783,0
101066,10 ft,PVC,8,39783,0
101067,9.87 ft,PVC,8,39783,0
101068,10.04 ft,PVC,8,39783,0
101069,55 ft,PVC,8,39783,0
10107,6.01 ft,PVC,6,37257,0
101070,33 ft,PVC,4,39783,0
101071,9.68 ft,PVC,4,39783,0
101072,10.15 ft,PVC,8,39783,0
101073,15 ft,PVC,8,39783,0
101074,15 ft,PVC,6,39783,0
101075,9.76 ft,PVC,6,39783,0
101076,104.82 ft,PVC,8,39783,0
101077,10 ft,PVC,8,39783,0
101078,6.3 ft,PVC,6,39783,0
101079,6.29 ft,PVC,6,39783,0
10108,73.42 ft,PVC,8,38257,0
101080,192.43 ft,PVC,8,39783,0
101081,10 ft,PVC,8,39783,0
101082,10.22 ft,PVC,6,39783,0
101083,15 ft,PVC,6,39783,0
101084,83 ft,PVC,8,39783,0
101085,9.84 ft,PVC,8,39783,0
101086,10.81 ft,PVC,8,39783,0
101087,227.6 ft,PVC,8,39783,0
101088,6.3 ft,PVC,6,39783,0
101089,6.25 ft,PVC,6,39783,0
101090,4.21 ft,PVC,8,39783,0
101091,4.2 ft,PVC,8,39783,0
101092,18 ft,PVC,4,39783,0
101093,10.36 ft,PVC,4,39783,0
101094,12.08 ft,PVC,8,39783,0
101095,15 ft,PVC,8,39783,0
101096,10.14 ft,PVC,8,39783,0
101097,344.91 ft,PVC,8,39783,0
101098,34.55 ft,PVC,8,39783,0
101099,9.7 ft,PVC,8,39783,0
1011,327.17 ft,Reinforced Concrete Cylinder Pipe,24,27395,0
10110,228.32 ft,PVC,8,38275,0
101100,143.61 ft,PVC,8,39783,0
101101,9.56 ft,PVC,4,39783,0
101102,35.15 ft,PVC,8,39727,0
101103,5 ft,PVC,6,39727,0
101104,3.62 ft,PVC,6,39727,0
101105,10 ft,PVC,8,39727,0
101106,298.79 ft,PVC,8,39727,0
101107,4.24 ft,PVC,6,39727,0
101108,4.3 ft,PVC,6,39727,0
101109,10 ft,PVC,8,39727,0
10111,2.21 ft,PVC,6,38264,0
101110,315.69 ft,PVC,8,39727,0
101111,4.15 ft,PVC,6,39727,0
101112,4.1 ft,PVC,6,39727,0
101113,14 ft,PVC,8,39727,0
101114,15.34 ft,PVC,8,39727,0
101115,10 ft,PVC,8,39727,0
101116,295.98 ft,PVC,8,39727,0
101117,9.85 ft,PVC,8,39727,0
101118,5.55 ft,PVC,6,39727,0
101119,5.55 ft,PVC,6,39727,0
10112,5.41 ft,PVC,8,38264,0
101120,272.97 ft,PVC,8,39727,0
101121,9.58 ft,PVC,8,39727,0
101122,48.79 ft,PVC,8,39727,0
101123,4.16 ft,PVC,6,39727,0
101124,4.1 ft,PVC,6,39727,0
101125,292 ft,PVC,8,39727,0
101126,10.35 ft,PVC,8,39727,0
101127,243.72 ft,PVC,8,39727,0
101128,4.2 ft,PVC,6,39727,0
101129,4.17 ft,PVC,6,39727,0
10113,4.03 ft,PVC,8,38264,0
101130,16 ft,PVC,8,39727,0
101131,15.19 ft,PVC,8,39727,0
101132,10 ft,PVC,8,39727,0
101133,170.34 ft,PVC,8,39727,0
101134,8 ft,PVC,8,39727,0
101135,6.77 ft,PVC,8,39727,0
101136,10 ft,PVC,8,39727,0
101137,26 ft,PVC,8,39727,0
101138,4.6 ft,PVC,6,39727,0
101139,4.67 ft,PVC,6,39727,0
10114,4 ft,PVC,6,35796,0
101140,232 ft,PVC,8,39727,0
101141,15.93 ft,PVC,8,39727,0
101142,10 ft,PVC,8,39727,0
101143,33.34 ft,PVC,8,39727,0
101144,4.45 ft,PVC,6,39727,0
101145,4.4 ft,PVC,6,39727,0
101146,478.83 ft,PVC,8,39727,0
101147,10.11 ft,PVC,8,39727,0
101148,289.74 ft,PVC,8,39727,0
101149,5.12 ft,PVC,6,39727,0
10115,4 ft,PVC,6,35431,0
101150,5 ft,PVC,6,39727,0
101151,20 ft,PVC,8,39727,0
101152,15.66 ft,PVC,8,39727,0
101153,248.96 ft,PVC,8,39727,0
101154,5.5 ft,PVC,6,39727,0
101155,5.33 ft,PVC,6,39727,0
101156,17 ft,PVC,8,39727,0
101157,9.55 ft,PVC,8,39727,0
101158,9.63 ft,PVC,8,39727,0
101159,374 ft,PVC,8,39727,0
10116,5 ft,PVC,6,35431,0
101160,4.53 ft,PVC,6,39727,0
101161,4.93 ft,PVC,6,39727,0
101162,10.21 ft,PVC,8,39727,0
101163,34 ft,PVC,8,39727,0
101164,7.55 ft,PVC,8,39727,0
101165,8 ft,PVC,8,39727,0
101166,269.18 ft,PVC,8,39727,0
101167,9.99 ft,PVC,8,39727,0
101168,186.12 ft,PVC,8,39727,0
101169,11 ft,PVC,6,39727,0
10117,310.78 ft,PVC,8,35431,0
101170,10.27 ft,PVC,6,39727,0
101171,237.59 ft,PVC,8,39727,0
101172,14.61 ft,PVC,8,39727,0
101173,10.13 ft,PVC,8,39727,0
101174,31.58 ft,PVC,8,39727,0
101175,4.35 ft,PVC,6,39727,0
101176,4.3 ft,PVC,6,39727,0
101177,10 ft,PVC,8,39727,0
101178,347.47 ft,PVC,8,39727,0
101179,5 ft,PVC,6,39727,0
10118,4 ft,PVC,6,35796,0
101180,4.82 ft,PVC,6,39727,0
101181,10 ft,PVC,8,39727,0
101183,532.08 ft,PVC,8,39727,0
101184,10 ft,PVC,8,39727,0
101185,9.86 ft,PVC,8,39727,0
101186,4.19 ft,PVC,6,39727,0
101187,4 ft,PVC,6,39727,0
101188,288.87 ft,PVC,8,39727,0
101189,13.23 ft,PVC,8,39727,0
10119,463.1 ft,PVC,8,35796,0
101190,18 ft,PVC,6,39727,0
101191,9.95 ft,PVC,6,39727,0
101192,190.85 ft,PVC,8,39727,0
101193,9.71 ft,PVC,8,39727,0
101194,10 ft,PVC,8,39727,0
101195,340.81 ft,PVC,8,39727,0
101196,13.89 ft,PVC,8,39727,0
101197,6.57 ft,PVC,8,39727,0
101198,22.71 ft,PVC,8,39727,0
101199,17 ft,PVC,6,39727,0
1012,4.77 ft,Cast Iron,6,28856,0
10120,231.92 ft,PVC,12,35431,0
101200,9.63 ft,PVC,6,39727,0
101201,10 ft,PVC,8,39727,0
101202,551.72 ft,PVC,8,39727,0
101203,4.65 ft,PVC,6,39727,0
101204,4.66 ft,PVC,6,39727,0
101205,10 ft,PVC,8,39727,0
101206,35.77 ft,PVC,8,39727,0
101207,19 ft,PVC,8,39727,0
101208,3.9 ft,PVC,8,39727,0
101209,2.63 ft,PVC,6,39727,0
10121,9.63 ft,PVC,8,37622,0
101210,2.23 ft,PVC,6,39727,0
101211,410.75 ft,PVC,8,39727,0
101212,9.05 ft,PVC,8,39727,0
101213,349.85 ft,PVC,8,39727,0
101214,10.07 ft,PVC,8,39727,0
101215,356.82 ft,PVC,8,39727,0
101216,8 ft,PVC,6,39727,0
101217,7.89 ft,PVC,6,39727,0
101218,103.81 ft,PVC,8,39727,0
101219,34.34 ft,PVC,8,39727,0
10122,10 ft,PVC,8,37622,0
101220,10.1 ft,PVC,8,39727,0
101221,5 ft,PVC,6,39727,0
101222,4.46 ft,PVC,6,39727,0
101223,351.46 ft,PVC,8,39727,0
101224,9.78 ft,PVC,8,39727,0
101225,4.3 ft,PVC,6,39727,0
101226,4.26 ft,PVC,6,39727,0
101227,344.99 ft,PVC,8,39727,0
101228,11.23 ft,PVC,8,39727,0
101229,4.42 ft,PVC,6,39727,0
10123,10.04 ft,PVC,8,37622,0
101230,4.35 ft,PVC,6,39727,0
101231,10.25 ft,PVC,8,39727,0
101232,380.97 ft,PVC,8,39727,0
101233,6.36 ft,PVC,6,39727,0
101234,6.35 ft,PVC,6,39727,0
101235,4.4 ft,PVC,6,39727,0
101236,4.4 ft,PVC,6,39727,0
101237,18.23 ft,PVC,8,39727,0
101238,12.81 ft,PVC,8,39727,0
101239,61.4 ft,PVC,8,39786,0
10124,80.26 ft,PVC,8,37622,0
101240,2.16 ft,PVC,6,39786,0
101241,3.7 ft,PVC,6,39786,0
101242,20.47 ft,PVC,8,39786,0
101243,4.86 ft,PVC,8,39786,0
101244,9 ft,PVC,8,39786,0
101245,8.41 ft,PVC,8,39786,0
101246,10.46 ft,PVC,8,39786,0
101247,10 ft,PVC,6,39786,0
101248,196.12 ft,PVC,8,33239,0
101249,66.52 ft,PVC,8,35431,0
101250,10.11 ft,PVC,8,35431,0
101251,271 ft,PVC,8,35431,0
101252,9.33 ft,PVC,6,39765,0
101253,9 ft,PVC,6,39765,0
101254,10 ft,PVC,8,39765,0
101255,357.75 ft,PVC,8,39765,0
101256,13 ft,PVC,6,39765,0
101257,9.51 ft,PVC,6,39765,0
101258,23 ft,PVC,8,39765,0
101259,9.62 ft,PVC,8,39765,0
10126,3.88 ft,PVC,6,37257,0
101260,139.26 ft,PVC,8,39765,0
101261,486.02 ft,PVC,8,39765,0
101262,59.62 ft,PVC,8,39765,0
101263,13 ft,PVC,6,39765,0
101264,9.7 ft,PVC,6,39765,0
101265,226 ft,PVC,8,39765,0
101266,10.31 ft,PVC,8,39765,0
101267,10 ft,PVC,8,39765,0
101268,163.32 ft,PVC,8,39765,0
101269,40 ft,PVC,6,39765,0
101270,10.2 ft,PVC,6,39765,0
101271,324.42 ft,PVC,8,39765,0
101272,19.54 ft,PVC,6,39765,0
