Street Name,Segment ID,From Limit Street,To Limit Street,Maintenance Dates,Treatments,Street_Condition_2018.0,Street_Condition_2020.0,Street_Condition_2022.0,Street_Condition_2021.0,Street_Condition_2019.0,Street_Condition_2017.0,Street_Condition_2013.0,Street Name_2018.0,Street Name_2020.0,Street Name_2022.0,Street Name_2021.0,Street Name_2019.0,Street Name_2017.0,Street Name_2013.0,From Limit Street_2018.0,From Limit Street_2020.0,From Limit Street_2022.0,From Limit Street_2021.0,From Limit Street_2019.0,From Limit Street_2017.0,From Limit Street_2013.0,To Limit Street_2018.0,To Limit Street_2020.0,To Limit Street_2022.0,To Limit Street_2021.0,To Limit Street_2019.0,To Limit Street_2017.0,To Limit Street_2013.0,Functional Class_2018.0,Functional Class_2020.0,Functional Class_2022.0,Functional Class_2021.0,Functional Class_2019.0,Functional Class_2017.0,Functional Class_2013.0,Final_Grade_2018.0,Final_Grade_2020.0,Final_Grade_2022.0,Final_Grade_2021.0,Final_Grade_2019.0,Final_Grade_2017.0,Final_Grade_2013.0,Inspection ID_2018.0,Inspection ID_2020.0,Inspection ID_2022.0,Inspection ID_2021.0,Inspection ID_2019.0,Inspection ID_2017.0,Inspection ID_2013.0,Full Street Name from GIS_2018.0,Full Street Name from GIS_2020.0,Full Street Name from GIS_2022.0,Full Street Name from GIS_2021.0,Full Street Name from GIS_2019.0,Full Street Name from GIS_2017.0,Full Street Name from GIS_2013.0,Street End Type_2018.0,Street End Type_2020.0,Street End Type_2022.0,Street End Type_2021.0,Street End Type_2019.0,Street End Type_2017.0,Street End Type_2013.0,Main. Agency_2018.0,Main. Agency_2020.0,Main. Agency_2022.0,Main. Agency_2021.0,Main. Agency_2019.0,Main. Agency_2017.0,Main. Agency_2013.0,Pavement Type_2018.0,Pavement Type_2020.0,Pavement Type_2022.0,Pavement Type_2021.0,Pavement Type_2019.0,Pavement Type_2017.0,Pavement Type_2013.0,Year_2018.0,Year_2020.0,Year_2022.0,Year_2021.0,Year_2019.0,Year_2017.0,Year_2013.0,Number of Maintenance Events,Days Since Last Maintenance,Average Time Between Maintenances
DORSETT,2042659,WYCLIFF LN,LIMEWOOD CT,"2017-05-05, 2017-05-05, 2017-05-05, 2017-05-05, 2017-05-05, 2017-05-05, 2017-05-05","SLCT5, SLCT5, SLCT5, SLCT5, SLCT5, SLCT5, SLCT5",0.0,,,,,,,DORSETT,DORSETT,,,,,,WYCLIFF LN,WYCLIFF LN,,,,,,LIMEWOOD CT,LIMEWOOD CT,,,,,,Collector,Collector,,,,,,D,C,,,,,,,2020 Data,,,,,,DORSETT RD,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,7,2653,0.0
DORSETT OAKS CIR,2030593,4501,DORSETT RD,2017-04-27,SLCT6,1.0,,,,,,,DORSETT OAKS CIR,,DORSETT OAKS CIR,,,,,4501,,4501,,,,,DORSETT RD,,DORSETT RD,,,,,Residential,,Residential,,,,,B,,D,,,,,,,2022 Data,,,,,DORSETT OAKS CIR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2661,
DORSETT RD,2030526,HAWKHAVEN LN,MISS JULIE LN,"2017-04-28, 2017-04-28, 2017-04-28, 2017-05-05, 2017-05-05, 2017-05-05, 2019-01-19, 2019-01-19, 2019-01-19","SLCT6, SLCT6, SLCT6, SLCT5, SLCT5, SLCT5, PMOL, PMOL, PMOL",0.0,,,,,,,DORSETT RD,DORSETT RD,,,,,,HAWKHAVEN LN,HAWKHAVEN LN,,,,,,MISS JULIE LN,MISS JULIE LN,,,,,,Residential,Residential,,,,,,D,A,,,,,,,2020 Data,,,,,,DORSETT RD,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,9,2029,78.875
DOS CABEZAS DR,2034444,VERMILLION DR,4329,2016-10-04,SLURRY,,,,,1.0,1.0,,,,DOS CABEZAS DR,,DOS CABEZAS DR,DOS CABEZAS DR,,,,VERMILLION DR,,VERMILLION DR,VERMILLION DR,,,,4329,,4329,4329,,,,Residential,,Residential,Residential,,,,B,,C,C,,,,2022 Data,,,,,,,,,DOS CABEZAS DR,DOS CABEZAS DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2866,
DOUBLE EAGLE PASS,3426521,PEARSON BROTHERS DR,IVALENES HOPE DR,"2018-03-15, 2018-03-15, 2018-03-15","CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,DOUBLE EAGLE PASS,DOUBLE EAGLE PASS,,,,,,PEARSON BROTHERS DR,PEARSON BROTHERS DR,,,,,,IVALENES HOPE DR,IVALENES HOPE DR,,,,,,Collector,Collector,,,,,,B,A,,,,,,,2020 Data,,,,,,DOUBLE EAGLE PASS,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2339,0.0
DOUBLE TREE LN,2038684,FIRETHORN LN,LAKE CREEK PKWY,2019-05-23,SLCT6,1.0,,,,,,,DOUBLE TREE LN,DOUBLE TREE LN,,,,,,FIRETHORN LN,FIRETHORN LN,,,,,,LAKE CREEK PKWY,LAKE CREEK PKWY,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,DOUBLE TREE LN,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,1905,
DOVE CREEK CV,2034151,LARK CREEK DR,4909,2016-10-05,SLURRY,,,,,0.0,0.0,,,,DOVE CREEK CV,,DOVE CREEK CV,DOVE CREEK CV,,,,LARK CREEK DR,,LARK CREEK DR,LARK CREEK DR,,,,4909,,4909,4909,,,,Residential,,Residential,Residential,,,,F,,F,F,,,,2022 Data,,,,,,,,,DOVE CREEK CV,DOVE CREEK CV,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2865,
DOVE DR,2023428,STASSNEY LN E,BENDING TRL,"2018-09-06, 2018-09-06, 2018-09-06, 2018-09-06, 2018-09-06","PMOL, PMOL, PMOL, PMOL, PMOL",,,,,1.0,0.0,,,,DOVE DR,,DOVE DR,DOVE DR,,,,STASSNEY LN E,,STASSNEY LN E,STASSNEY LN E,,,,BENDING TRL,,BENDING TRL,BENDING TRL,,,,Residential,,Residential,Residential,,,,B,,C,D,,,,2022 Data,,,,,,,,,DOVE DR,DOVE DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,5,2164,0.0
DOVE HAVEN DR,2012367,GLEN RD,WALNUT CREEK DR,"2017-07-19, 2017-07-19, 2017-07-19","SLCT6, SLCT6, SLCT6",0.0,,,,,,,DOVE HAVEN DR,DOVE HAVEN DR,,,,,,GLEN RD,GLEN RD,,,,,,WALNUT CREEK DR,WALNUT CREEK DR,,,,,,Residential,Residential,,,,,,D,C,,,,,,,2020 Data,,,,,,DOVE HAVEN DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2578,0.0
DOVEHILL DR,2041969,WAGON CROSSING PATH,WAGON CROSSING PATH,"2018-08-29, 2018-08-29, 2018-08-29, 2018-08-29","PMOL, PMOL, PMOL, PMOL",,,,,1.0,1.0,,,,DOVEHILL DR,,DOVEHILL DR,DOVEHILL DR,,,,WAGON CROSSING PATH,,WAGON CROSSING PATH,WAGON CROSSING PATH,,,,WAGON CROSSING PATH,,WAGON CROSSING PATH,WAGON CROSSING PATH,,,,Residential,,Residential,Residential,,,,B,,C,C,,,,2022 Data,,,,,,,,,DOVEHILL DR,DOVEHILL DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,4,2172,0.0
DOVEMEADOW DR,2041979,DOVE DR,PINO LN,2018-08-30,PMOL,,,,,1.0,1.0,,,,DOVEMEADOW DR,,DOVEMEADOW DR,DOVEMEADOW DR,,,,DOVE DR,,DOVE DR,DOVE DR,,,,PINO LN,,PINO LN,PINO LN,,,,Residential,,Residential,Residential,,,,B,,C,C,,,,2022 Data,,,,,,,,,DOVEMEADOW DR,DOVEMEADOW DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2171,
DOVEWOOD DR,2041991,DOVEHILL DR,PINO LN,2018-09-11,PMOL,,,,,1.0,1.0,,,,DOVEWOOD DR,,DOVEWOOD DR,DOVEWOOD DR,,,,DOVEHILL DR,,DOVEHILL DR,DOVEHILL DR,,,,PINO LN,,PINO LN,PINO LN,,,,Residential,,Residential,Residential,,,,B,,B,C,,,,2022 Data,,,,,,,,,DOVEWOOD DR,DOVEWOOD DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2159,
DOWN VALLEY CT,2032238,UPVALLEY RUN,5914,2018-05-17,SLCT6,1.0,,,,,,,DOWN VALLEY CT,DOWN VALLEY CT,,,,,,UPVALLEY RUN,UPVALLEY RUN,,,,,,5914,5914,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,DOWN VALLEY CT,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2276,
DOWNS DR,2033210,HILLCREST LN,DEAD END,"2018-10-02, 2018-10-02","CRCKSL, CRCKSL",1.0,,,,,,,DOWNS DR,,,DOWNS DR,,,,HILLCREST LN,,,HILLCREST LN,,,,DEAD END,,,DEAD END,,,,Residential,,,Residential,,,,C,,,B,,,,,,,2021 Data,,,,DOWNS DR,,,,,,,Dead End,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2138,0.0
DRAKE AVE,2047079,THE CIRCLE,PARK LN,"2017-07-13, 2017-07-13, 2017-07-13","SLCT6, SLCT6, SLCT6",,,,,1.0,1.0,,,,,DRAKE AVE,DRAKE AVE,DRAKE AVE,,,,,THE CIRCLE,THE CIRCLE,THE CIRCLE,,,,,PARK LN,PARK LN,PARK LN,,,,,Residential,Residential,Residential,,,,,C,C,C,,,,,2021 Data,,,,,,,,DRAKE AVE,DRAKE AVE,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,3,2584,0.0
DRAYTON DR,2039492,KNOLLPARK DR,KNOLLPARK DR,2018-02-28,CRCKSL,1.0,,,,,,,DRAYTON DR,DRAYTON DR,,,,,,KNOLLPARK DR,KNOLLPARK DR,,,,,,KNOLLPARK DR,KNOLLPARK DR,,,,,,Residential,Residential,,,,,,C,C,,,,,,,2020 Data,,,,,,DRAYTON DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2354,
DRY OAK TRL,2024249,WHITE ELM DR,FAIR VALLEY TRL,"2018-05-16, 2018-05-16","SLCT6, SLCT6",,,,,1.0,1.0,,,,DRY OAK TRL,,DRY OAK TRL,DRY OAK TRL,,,,WHITE ELM DR,,WHITE ELM DR,WHITE ELM DR,,,,FAIR VALLEY TRL,,FAIR VALLEY TRL,FAIR VALLEY TRL,,,,Residential,,Residential,Residential,,,,C,,B,B,,,,2022 Data,,,,,,,,,DRY OAK TRL,DRY OAK TRL,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,2277,0.0
DUB DR,2038020,JESSE OWENS DR,MARCUS ABRAMS BLVD,"2017-10-05, 2017-10-05","CRCKSL, CRCKSL",,,,,1.0,1.0,,,,DUB DR,,DUB DR,DUB DR,,,,JESSE OWENS DR,,JESSE OWENS DR,JESSE OWENS DR,,,,MARCUS ABRAMS BLVD,,MARCUS ABRAMS BLVD,MARCUS ABRAMS BLVD,,,,Residential,,Residential,Residential,,,,A,,B,B,,,,2022 Data,,,,,,,,,DUB DR,DUB DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,2500,0.0
DUBLIN DR,2026185,WEST GATE BLVD,LONDON DR,2017-05-24,SLCT6,,,,,1.0,1.0,,,,DUBLIN DR,,DUBLIN DR,DUBLIN DR,,,,WEST GATE BLVD,,WEST GATE BLVD,WEST GATE BLVD,,,,LONDON DR,,LONDON DR,LONDON DR,,,,Residential,,Residential,Residential,,,,D,,B,B,,,,2022 Data,,,,,,,,,DUBLIN DR,DUBLIN DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2634,
DUGAN DR,2006125,GRIMSLEY DR,AMHERST DR,2017-05-19,SLCT5,1.0,,,,,,,DUGAN DR,DUGAN DR,,,,,,GRIMSLEY DR,GRIMSLEY DR,,,,,,AMHERST DR,AMHERST DR,,,,,,Residential,Residential,,,,,,B,C,,,,,,,2020 Data,,,,,,DUGAN DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2639,
DULCET DR,2044555,KEEPSAKE DR,KEEPSAKE DR,"2018-11-03, 2018-11-03","CRCKSL, CRCKSL",,,,,1.0,1.0,,,,DULCET DR,,DULCET DR,DULCET DR,,,,KEEPSAKE DR,,KEEPSAKE DR,KEEPSAKE DR,,,,KEEPSAKE DR,,KEEPSAKE DR,KEEPSAKE DR,,,,Residential,,Residential,Residential,,,,C,,C,C,,,,2022 Data,,,,,,,,,DULCET DR,DULCET DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,2,2106,0.0
DUNDEGAN ST,5097239,,,2018-03-20,CRCKSL,1.0,,,,,,,DUNDEGAN ST,DUNDEGAN ST,,,,,,,HARRIS BRANCH PKWY,,,,,,,ARRAN ST,,,,,,Residential,Residential,,,,,,B,C,,,,,,,2020 Data,,,,,,DUNDEGAN ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2334,
DUNLOP TER,5098254,GARDEN ROSE PATH,MINNOCH LN,2018-03-22,CRCKSL,0.0,,,,,,,DUNLOP TER,DUNLOP TER,,,,,,GARDEN ROSE PATH,GARDEN ROSE PATH,,,,,,MINNOCH LN,MINNOCH LN,,,,,,Residential,Residential,,,,,,D,C,,,,,,,2020 Data,,,,,,DUNLOP TER,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2332,
DUPREE CIR,2035286,2601,ARROYO BLANCO DR,2019-08-26,SLCT6,,,,,1.0,1.0,,,,DUPREE CIR,,DUPREE CIR,DUPREE CIR,,,,2601,,2601,2601,,,,ARROYO BLANCO DR,,ARROYO BLANCO DR,ARROYO BLANCO DR,,,,Residential,,Residential,Residential,,,,D,,C,C,,,,2022 Data,,,,,,,,,DUPREE CIR,DUPREE CIR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,1810,
DUPREE LN,2035279,DUPREE CIR,GATLING GUN LN,2019-08-06,SLCT6,,,,,1.0,1.0,,,,DUPREE LN,,DUPREE LN,DUPREE LN,,,,DUPREE CIR,,DUPREE CIR,DUPREE CIR,,,,GATLING GUN LN,,GATLING GUN LN,GATLING GUN LN,,,,Residential,,Residential,Residential,,,,C,,B,B,,,,2022 Data,,,,,,,,,DUPREE LN,DUPREE LN,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,1830,
DURHAM DR,2011332,HERMITAGE DR,DANVILLE DR,"2017-08-14, 2017-08-14","SLCT6, SLCT6",1.0,,,,,,,DURHAM DR,DURHAM DR,,,,,,HERMITAGE DR,HERMITAGE DR,,,,,,DANVILLE DR,DANVILLE DR,,,,,,Residential,Residential,,,,,,C,B,,,,,,,2020 Data,,,,,,DURHAM DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2552,0.0
DUVAL RD,2038218,MO-PAC SVC RD SB  N,AMHERST DR,"2018-12-16, 2018-12-16","CRCKSL, CRCKSL",1.0,,,,,,,DUVAL RD,DUVAL RD,,,,,,MO-PAC SVC RD SB  N,MO-PAC SVC RD SB  N,,,,,,AMHERST DR,AMHERST DR,,,,,,Arterial,Arterial,,,,,,C,C,,,,,,,2020 Data,,,,,,DUVAL RD,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2063,0.0
DUVAL ST,2015763,49TH ST E,50TH ST E,"2017-08-18, 2018-09-13, 2018-09-13, 2018-09-13, 2018-09-13, 2018-09-13, 2018-09-13, 2018-09-13, 2018-09-13, 2018-09-13","PMOL, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",1.0,,,,,,,DUVAL ST,,,DUVAL ST,,,,49TH ST E,,,49TH ST E,,,,50TH ST E,,,50TH ST E,,,,Collector,,,Collector,,,,C,,,C,,,,,,,2021 Data,,,,DUVAL ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,10,2157,43.44444444444444
DYER DR,5280484,BAYTHORNE DR,CORRINE LN,2018-03-19,CRCKSL,,,,,1.0,1.0,,,,DYER DR,,DYER DR,DYER DR,,,,BAYTHORNE DR,,BAYTHORNE DR,BAYTHORNE DR,,,,CORRINE LN,,CORRINE LN,CORRINE LN,,,,Residential,,Residential,Residential,,,,B,,B,B,,,,2022 Data,,,,,,,,,DYER DR,DYER DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2335,
DYMALOR CIR,2034629,1101,WYNNE LN,2018-11-01,CRCKSL,,,,,1.0,1.0,,,,DYMALOR CIR,,DYMALOR CIR,DYMALOR CIR,,,,1101,,1101,1101,,,,WYNNE LN,,WYNNE LN,WYNNE LN,,,,Residential,,Residential,Residential,,,,C,,C,C,,,,2022 Data,,,,,,,,,DYMALOR CIR,DYMALOR CIR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2108,
DYWER AVE,2021310,OXFORD AVE,GARNER AVE,2018-11-29,FSMOL,,,,,1.0,1.0,,,,,DYWER AVE,DYWER AVE,DYWER AVE,,,,,OXFORD AVE,OXFORD AVE,OXFORD AVE,,,,,GARNER AVE,GARNER AVE,GARNER AVE,,,,,Residential,Residential,Residential,,,,,B,C,C,,,,,2021 Data,,,,,,,,DYWER AVE,DYWER AVE,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2080,
E M FRANKLIN AVE,5352182,CLARY WAY,PERSHING DR,"2017-06-15, 2017-06-15","PMOL, PMOL",1.0,,,,,,,E M FRANKLIN AVE,,,E M FRANKLIN AVE,,,,CLARY WAY,,,CLARY WAY,,,,PERSHING DR,,,PERSHING DR,,,,Collector,,,Collector,,,,C,,,D,,,,,,,2021 Data,,,,E M FRANKLIN AVE,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,2,2612,0.0
EARLYWAY DR,2024280,MAULDING PASS,FAIR VALLEY TRL,2018-05-16,SLCT6,,,,,1.0,1.0,,,,EARLYWAY DR,,EARLYWAY DR,EARLYWAY DR,,,,MAULDING PASS,,MAULDING PASS,MAULDING PASS,,,,FAIR VALLEY TRL,,FAIR VALLEY TRL,FAIR VALLEY TRL,,,,Residential,,Residential,Residential,,,,C,,C,B,,,,2022 Data,,,,,,,,,EARLYWAY DR,EARLYWAY DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2277,
EASINGWOLD LN,2035068,5701,BEXLEY LN,2016-10-12,SLURRY,,,,,1.0,1.0,,,,EASINGWOLD LN,,EASINGWOLD LN,EASINGWOLD LN,,,,5701,,5701,5701,,,,BEXLEY LN,,BEXLEY LN,BEXLEY LN,,,,Residential,,Residential,Residential,,,,C,,B,B,,,,2022 Data,,,,,,,,,EASINGWOLD LN,EASINGWOLD LN,,,,,,Dead End,Dead End,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2858,
EASON ST,2020815,10TH ST W,12TH ST W,2018-12-12,CRCKSL,1.0,,,,,,,EASON ST,,,EASON ST,,,,10TH ST W,,,10TH ST W,,,,12TH ST W,,,12TH ST W,,,,Residential,,,Residential,,,,B,,,C,,,,,,,2021 Data,,,,EASON ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2067,
EAST DR,2016922,30TH ST W,HEMPHILL PARK,"2019-01-07, 2019-01-07, 2019-01-07","CRCKSL, CRCKSL, CRCKSL",0.0,,,,,,,EAST DR,,,EAST DR,,,,30TH ST W,,,30TH ST W,,,,HEMPHILL PARK,,,HEMPHILL PARK,,,,Residential,,,Residential,,,,D,,,C,,,,,,,2021 Data,,,,EAST DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,3,2041,0.0
EAST SIDE DR,2022529,ANNIE ST E,MARY ST E,"2018-07-21, 2018-07-21, 2018-07-21, 2018-07-21, 2018-07-21, 2018-07-21, 2018-07-21, 2018-07-21, 2018-07-21, 2018-07-21","SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6, SLCT6",,,,,1.0,1.0,,,,,EAST SIDE DR,EAST SIDE DR,EAST SIDE DR,,,,,ANNIE ST E,ANNIE ST E,ANNIE ST E,,,,,MARY ST E,MARY ST E,MARY ST E,,,,,Collector,Collector,Collector,,,,,D,C,C,,,,,2021 Data,,,,,,,,EAST SIDE DR,EAST SIDE DR,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,10,2211,0.0
EASTDALE DR,2017367,MARTIN LUTHER KING BLVD E,NORTHDALE DR,2017-08-23,SLCT6,1.0,,,,,,,EASTDALE DR,,,EASTDALE DR,,,,MARTIN LUTHER KING BLVD E,,,MARTIN LUTHER KING BLVD E,,,,NORTHDALE DR,,,NORTHDALE DR,,,,Residential,,,Residential,,,,B,,,C,,,,,,,2021 Data,,,,EASTDALE DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2543,
EASTFIELD AVE,2018023,MANSELL AVE,WEBBERVILLE RD,"2018-04-19, 2018-04-19, 2018-04-19, 2018-10-03, 2018-10-03, 2018-10-03","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,EASTFIELD AVE,,,EASTFIELD AVE,,,,MANSELL AVE,,,MANSELL AVE,,,,WEBBERVILLE RD,,,WEBBERVILLE RD,,,,Residential,,,Residential,,,,A,,,C,,,,,,,2021 Data,,,,EASTFIELD AVE,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,6,2137,33.4
EASTMAN CV,2030965,ULLSWATER LN,10112,2016-10-20,CRCKSL,1.0,,,,,,,EASTMAN CV,EASTMAN CV,,,,,,ULLSWATER LN,ULLSWATER LN,,,,,,10112,10112,,,,,,Residential,Residential,,,,,,C,F,,,,,,,2020 Data,,,,,,EASTMAN CV,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2850,
EASY ST,2033616,ALLEN RD,1611,2018-11-02,SLCT6,,,,,1.0,0.0,,,,,EASY ST,EASY ST,EASY ST,,,,,ALLEN RD,ALLEN RD,ALLEN RD,,,,,1611,1611,1611,,,,,Residential,Residential,Residential,,,,,C,C,D,,,,,2021 Data,,,,,,,,EASY ST,EASY ST,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2107,
EASY WIND DR,3773857,SUGAREE AVE,CAVALIER LN,"2018-12-06, 2018-12-06, 2018-12-06, 2018-12-06, 2018-12-06","CRCKSL, CRCKSL, CRCKSL, CRCKSL, CRCKSL",1.0,,,,,,,EASY WIND DR,EASY WIND DR,,,,,,SUGAREE AVE,SUGAREE AVE,,,,,,CAVALIER LN,CAVALIER LN,,,,,,Residential,Residential,,,,,,B,B,,,,,,,2020 Data,,,,,,EASY WIND DR,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,5,2073,0.0
EBONY ST,2021288,BOULDIN AVE,DAWSON RD,2017-07-05,SLCT6,,,,,1.0,1.0,,,,,EBONY ST,EBONY ST,EBONY ST,,,,,BOULDIN AVE,BOULDIN AVE,BOULDIN AVE,,,,,DAWSON RD,DAWSON RD,DAWSON RD,,,,,Residential,Residential,Residential,,,,,C,C,C,,,,,2021 Data,,,,,,,,EBONY ST,EBONY ST,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2592,
ECHO POINT CV,2031966,DOE VALLEY LN,9106,2018-05-15,PMOL,1.0,,,,,,,ECHO POINT CV,ECHO POINT CV,,,,,,DOE VALLEY LN,DOE VALLEY LN,,,,,,9106,9106,,,,,,Residential,Residential,,,,,,C,F,,,,,,,2020 Data,,,,,,ECHO POINT CV,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2278,
ECKERT ST,2017610,ROUNTREE DR,AIRPORT BLVD,2017-07-24,PMOL,1.0,,,,,,,ECKERT ST,,,ECKERT ST,,,,ROUNTREE DR,,,ROUNTREE DR,,,,AIRPORT BLVD,,,AIRPORT BLVD,,,,Residential,,,Residential,,,,B,,,C,,,,,,,2021 Data,,,,ECKERT ST,,,,,,,,,,,,,,Austin,,,,,,,Flexible,,,,,,,1/1/2018 0:00,,,,,,,1,2573,
EDDIE EGAN LN,2037526,MARCUS ABRAMS BLVD,RALPH C CRAIG LN,2018-04-02,CRCKSL,,,,,0.0,0.0,,,,EDDIE EGAN LN,,EDDIE EGAN LN,EDDIE EGAN LN,,,,MARCUS ABRAMS BLVD,,MARCUS ABRAMS BLVD,MARCUS ABRAMS BLVD,,,,RALPH C CRAIG LN,,RALPH C CRAIG LN,RALPH C CRAIG LN,,,,Residential,,Residential,Residential,,,,C,,D,D,,,,2022 Data,,,,,,,,,EDDIE EGAN LN,EDDIE EGAN LN,,,,,,,,,,,,,Austin,Austin,,,,,,Flexible,Flexible,,,,,,1/1/2019 0:00,1/1/2017 0:00,,1,2321,
EDEN DR,5368975,DIMITRIOS DR,ROME AVE,2019-11-25,CRCKSL,1.0,,,,1.0,,,EDEN DR,,EDEN DR,,EDEN DR,,,DIMITRIOS DR,,DIMITRIOS DR,,DIMITRIOS DR,,,ROME AVE,,ROME AVE,,ROME AVE,,,Residential,,Residential,,Residential,,,B,,C,,A,,,,,2022 Data,,,,,EDEN DR,,,,EDEN DR,,,,,,,,,,Austin,,,,Austin,,,Flexible,,,,Flexible,,,1/1/2018 0:00,,,,1/1/2019 0:00,,,1,1719,
